"Domain","MX","TXT","SRV","Error"
"elbaladtv.net","wp-secure-cloudmail01.worldposta.com",,,
"elbaladtv.net","wp-secure-cloudmail02.worldposta.com",,,
"elbaladtv.net","wp-secure-cloudmail03.worldposta.com",,,
"elbaladtv.net","wp-secure-cloudmail04.worldposta.com",,,
"elbaladtv.net",,"google-site-verification=68H1pQhbWH3gL4aM-t3DRBXOrSxlvg1rqcXeeeTN5rE",,
"elbaladtv.net",,"v=spf1 include:_spf.google.com ~all",,
"elbaladtv.net",,"google-site-verification=IKGw9adHgWejSBKwdx8CgTqkh_U8c3wdclgpzSt5ZZY",,
"elbaladtv.net",,"SPF Value/TXT value: v=spf1 mx include:_spf.worldposta.com -all",,
"elbaladtv.net",,,,"_autodiscover._tcp.elbaladtv.net : DNS name does not exist"
"Cleopatra.group","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatra.group","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatra.group","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatra.group","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatra.group",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cleopatra.group",,,"autodiscover.worldposta.com",
"Cleopatra-realestate.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatra-realestate.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatra-realestate.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatra-realestate.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatra-realestate.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cleopatra-realestate.com",,,"autodiscover.worldposta.com",
"Elbalad.news","wp-secure-cloudmail01.worldposta.com",,,
"Elbalad.news","wp-secure-cloudmail02.worldposta.com",,,
"Elbalad.news","wp-secure-cloudmail03.worldposta.com",,,
"Elbalad.news","wp-secure-cloudmail04.worldposta.com",,,
"Elbalad.news",,"ahrefs-site-verification_7140a5dc3db677029acc167e26f1bc42873e391df9c21129ef6c695157806009",,
"Elbalad.news",,,"autodiscover.worldposta.com",
"Whiteville.it","alt4.aspmx.l.google.com",,,
"Whiteville.it","aspmx.l.google.com",,,
"Whiteville.it","alt1.aspmx.l.google.com",,,
"Whiteville.it","alt2.aspmx.l.google.com",,,
"Whiteville.it","alt3.aspmx.l.google.com",,,
"Whiteville.it",,"v=spf1 mx include:_spf.google.com include:_spf.worldposta.com ~all",,
"Whiteville.it",,"v=spf1 include:servers.mcsv.net ?all",,
"Whiteville.it",,"google-site-verification=XYkLoFi6IU_AOeOpV4l2alR2BBpebpgqQFBPTTRAflg",,
"Whiteville.it",,,"autodiscover.worldposta.com",
"cleopatramall.com","wp-secure-cloudmail01.worldposta.com",,,
"cleopatramall.com","wp-secure-cloudmail02.worldposta.com",,,
"cleopatramall.com","wp-secure-cloudmail03.worldposta.com",,,
"cleopatramall.com","wp-secure-cloudmail04.worldposta.com",,,
"cleopatramall.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"cleopatramall.com",,,"autodiscover.worldposta.com",
"nerhadou.com","wp-secure-cloudmail01.worldposta.com",,,
"nerhadou.com","wp-secure-cloudmail02.worldposta.com",,,
"nerhadou.com","wp-secure-cloudmail03.worldposta.com",,,
"nerhadou.com","wp-secure-cloudmail04.worldposta.com",,,
"nerhadou.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"nerhadou.com",,"solid-cp-verification=LgCVIcI5muPijnN1ay74ovb1pkAmT5i3oDrE114V8Ew9awT1ur",,
"nerhadou.com",,,"autodiscover.worldposta.com",
"Cleopatraluxury.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatraluxury.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatraluxury.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatraluxury.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatraluxury.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cleopatraluxury.com",,,"autodiscover.worldposta.com",
"Cleotravel.net","wp-secure-cloudmail01.worldposta.com",,,
"Cleotravel.net","wp-secure-cloudmail02.worldposta.com",,,
"Cleotravel.net","wp-secure-cloudmail03.worldposta.com",,,
"Cleotravel.net","wp-secure-cloudmail04.worldposta.com",,,
"Cleotravel.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cleotravel.net",,,"autodiscover.worldposta.com",
"Cleopatra-ceramics.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatra-ceramics.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatra-ceramics.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatra-ceramics.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatra-ceramics.com",,"",,
"Cleopatra-ceramics.com",,,"autodiscover.worldposta.com",
"Cleopatra-Group.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatra-Group.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatra-Group.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatra-Group.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatra-Group.com",,"",,
"Cleopatra-Group.com",,,"autodiscover.worldposta.com",
"Ceramicacleopatra.com","wp-secure-cloudmail01.worldposta.com",,,
"Ceramicacleopatra.com","wp-secure-cloudmail02.worldposta.com",,,
"Ceramicacleopatra.com","wp-secure-cloudmail03.worldposta.com",,,
"Ceramicacleopatra.com","wp-secure-cloudmail04.worldposta.com",,,
"Ceramicacleopatra.com",,"",,
"Ceramicacleopatra.com",,,"autodiscover.worldposta.com",
"Cleopatraaviation.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatraaviation.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatraaviation.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatraaviation.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatraaviation.com",,"",,
"Cleopatraaviation.com",,,"autodiscover.worldposta.com",
"Cleopatracsv.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatracsv.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatracsv.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatracsv.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatracsv.com",,"",,
"Cleopatracsv.com",,,"autodiscover.worldposta.com",
"Cleopatraagricultural.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatraagricultural.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatraagricultural.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatraagricultural.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatraagricultural.com",,"v=spf1 ip4:38.76.31.210 +a +mx ~all",,
"Cleopatraagricultural.com",,,,"_autodiscover._tcp.Cleopatraagricultural.com : DNS name does not exist"
"Farahboat.com","wp-secure-cloudmail01.worldposta.com",,,
"Farahboat.com","wp-secure-cloudmail02.worldposta.com",,,
"Farahboat.com","wp-secure-cloudmail03.worldposta.com",,,
"Farahboat.com","wp-secure-cloudmail04.worldposta.com",,,
"Farahboat.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Farahboat.com",,,"autodiscover.worldposta.com",
"Cleopatramedia.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatramedia.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatramedia.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatramedia.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatramedia.com",,"google-site-verification=h4C0iKgBk8mybPn9R2sSFbLo66uuw7grdO7QXq5I5IM",,
"Cleopatramedia.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cleopatramedia.com",,,"autodiscover.worldposta.com",
"Abouelenein.com","wp-secure-cloudmail01.worldposta.com",,,
"Abouelenein.com","wp-secure-cloudmail02.worldposta.com",,,
"Abouelenein.com","wp-secure-cloudmail03.worldposta.com",,,
"Abouelenein.com","wp-secure-cloudmail04.worldposta.com",,,
"Abouelenein.com",,"fhysM3ZQ",,
"Abouelenein.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Abouelenein.com",,,"autodiscover.worldposta.com",
"Ceramicacleopatragroup.com","wp-secure-cloudmail01.worldposta.com",,,
"Ceramicacleopatragroup.com","wp-secure-cloudmail02.worldposta.com",,,
"Ceramicacleopatragroup.com","wp-secure-cloudmail03.worldposta.com",,,
"Ceramicacleopatragroup.com","wp-secure-cloudmail04.worldposta.com",,,
"Ceramicacleopatragroup.com",,"",,
"Ceramicacleopatragroup.com",,,"autodiscover.worldposta.com",
"Cleopatra-realstate.co",,,,"Cleopatra-realstate.co : DNS name does not exist"
"Cleopatrarealestate.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatrarealestate.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatrarealestate.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatrarealestate.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatrarealestate.com",,"value: v=spf1 mx include:_spf.worldposta.com -all",,
"Cleopatrarealestate.com",,,"autodiscover.worldposta.com",
"Cmaeg.com","wp-secure-cloudmail01.worldposta.com",,,
"Cmaeg.com","wp-secure-cloudmail02.worldposta.com",,,
"Cmaeg.com","wp-secure-cloudmail03.worldposta.com",,,
"Cmaeg.com","wp-secure-cloudmail04.worldposta.com",,,
"Cmaeg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Cmaeg.com",,,"autodiscover.worldposta.com",
"groupcleopatra.com","aspmx.l.google.com",,,
"groupcleopatra.com","alt1.aspmx.l.google.com",,,
"groupcleopatra.com","alt2.aspmx.l.google.com",,,
"groupcleopatra.com","alt3.aspmx.l.google.com",,,
"groupcleopatra.com","alt4.aspmx.l.google.com",,,
"groupcleopatra.com",,"mpnrPhYe",,
"groupcleopatra.com",,"v=spf1 mx a include:_spf.google.com include:_spf.worldposta.com ~all",,
"groupcleopatra.com",,,"autodiscover.worldposta.com",
"cleopatraceramics.com","aspmx.l.google.com",,,
"cleopatraceramics.com","alt1.aspmx.l.google.com",,,
"cleopatraceramics.com","alt2.aspmx.l.google.com",,,
"cleopatraceramics.com","alt3.aspmx.l.google.com",,,
"cleopatraceramics.com","alt4.aspmx.l.google.com",,,
"cleopatraceramics.com",,"",,
"cleopatraceramics.com",,,,"_autodiscover._tcp.cleopatraceramics.com : DNS name does not exist"
"Cleopatraluxurymakadi.com","wp-secure-cloudmail01.worldposta.com",,,
"Cleopatraluxurymakadi.com","wp-secure-cloudmail02.worldposta.com",,,
"Cleopatraluxurymakadi.com","wp-secure-cloudmail03.worldposta.com",,,
"Cleopatraluxurymakadi.com","wp-secure-cloudmail04.worldposta.com",,,
"Cleopatraluxurymakadi.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Cleopatraluxurymakadi.com",,,"autodiscover.worldposta.com",
"seifhealthcare.com","wp-secure-cloudmail01.worldposta.com",,,
"seifhealthcare.com","wp-secure-cloudmail03.worldposta.com",,,
"seifhealthcare.com","wp-secure-cloudmail02.worldposta.com",,,
"seifhealthcare.com","wp-secure-cloudmail04.worldposta.com",,,
"seifhealthcare.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"seifhealthcare.com",,,"autodiscover.worldposta.com",
"eagle-chemicals.com","wp-secure-cloudmail01.worldposta.com",,,
"eagle-chemicals.com","wp-secure-cloudmail02.worldposta.com",,,
"eagle-chemicals.com","wp-secure-cloudmail03.worldposta.com",,,
"eagle-chemicals.com","wp-secure-cloudmail04.worldposta.com",,,
"eagle-chemicals.com",,"MS=9B9121912C777BAF94A1310EDE6A0D176C235AFD",,
"eagle-chemicals.com",,"solid-cp-verification=EYWSMJXD65fQF0mkeVhLTzYXV6E1AlvmwNmckD7qu7qnM5g5Sn",,
"eagle-chemicals.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"eagle-chemicals.com",,"v=spf1 include:mailmarketingspf.link.net ?all",,
"eagle-chemicals.com",,"v=spf1 include:servers.mcsv.net ?all",,
"eagle-chemicals.com",,"google-site-verification=HfKegzYQ0njqADLy4AnILYn3f34eX9QIbXhI1rVX7Zg",,
"eagle-chemicals.com",,,"autodiscover.worldposta.com",
"eaglepaint.com","wp-secure-cloudmail02.worldposta.com",,,
"eaglepaint.com","wp-secure-cloudmail03.worldposta.com",,,
"eaglepaint.com","wp-secure-cloudmail04.worldposta.com",,,
"eaglepaint.com","wp-secure-cloudmail01.worldposta.com",,,
"eaglepaint.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"eaglepaint.com",,,"autodiscover.worldposta.com",
"technocans.net","wp-secure-cloudmail02.worldposta.com",,,
"technocans.net","wp-secure-cloudmail03.worldposta.com",,,
"technocans.net","wp-secure-cloudmail01.worldposta.com",,,
"technocans.net","wp-secure-cloudmail04.worldposta.com",,,
"technocans.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"technocans.net",,,"autodiscover.worldposta.com",
"morshedy.com","wp-secure-cloudmail01.worldposta.com",,,
"morshedy.com","wp-secure-cloudmail02.worldposta.com",,,
"morshedy.com","wp-secure-cloudmail03.worldposta.com",,,
"morshedy.com","wp-secure-cloudmail04.worldposta.com",,,
"morshedy.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"morshedy.com",,,"autodiscover.worldposta.com",
"amp.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"amp.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"amp.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"amp.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"amp.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"amp.com.eg",,,"autodiscover.worldposta.com",
"memaaralmorshedy.com","wp-secure-cloudmail02.worldposta.com",,,
"memaaralmorshedy.com","wp-secure-cloudmail01.worldposta.com",,,
"memaaralmorshedy.com","wp-secure-cloudmail03.worldposta.com",,,
"memaaralmorshedy.com","wp-secure-cloudmail04.worldposta.com",,,
"memaaralmorshedy.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"memaaralmorshedy.com",,,"autodiscover.worldposta.com",
"morshedygroup.com","wp-secure-cloudmail02.worldposta.com",,,
"morshedygroup.com","wp-secure-cloudmail01.worldposta.com",,,
"morshedygroup.com","wp-secure-cloudmail03.worldposta.com",,,
"morshedygroup.com","wp-secure-cloudmail04.worldposta.com",,,
"morshedygroup.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"morshedygroup.com",,,"autodiscover.worldposta.com",
"almorshedy.info","wp-secure-cloudmail01.worldposta.com",,,
"almorshedy.info","wp-secure-cloudmail02.worldposta.com",,,
"almorshedy.info","wp-secure-cloudmail03.worldposta.com",,,
"almorshedy.info","wp-secure-cloudmail04.worldposta.com",,,
"almorshedy.info",,"v=spf1 mx include:_spf.worldposta.com -all",,
"almorshedy.info",,,"autodiscover.worldposta.com",
"deglagroup.com","wp-secure-cloudmail04.worldposta.com",,,
"deglagroup.com","wp-secure-cloudmail01.worldposta.com",,,
"deglagroup.com","wp-secure-cloudmail02.worldposta.com",,,
"deglagroup.com","wp-secure-cloudmail03.worldposta.com",,,
"deglagroup.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"deglagroup.com",,,"autodiscover.worldposta.com",
"delmar.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"delmar.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"delmar.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"delmar.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"delmar.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"delmar.com.eg",,,,"_autodiscover._tcp.delmar.com.eg : DNS name does not exist"
"argo-naut.com","wp-secure-cloudmail01.worldposta.com",,,
"argo-naut.com","wp-secure-cloudmail04.worldposta.com",,,
"argo-naut.com","wp-secure-cloudmail03.worldposta.com",,,
"argo-naut.com","wp-secure-cloudmail02.worldposta.com",,,
"argo-naut.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"argo-naut.com",,"WorldPosta-verification=dPYNTUbc8nMRoLaEZoKjuritA6bbpseqSLOP9elX9xflOi2B34",,
"argo-naut.com",,"v=spf1 a mx ~all",,
"argo-naut.com",,,,"_autodiscover._tcp.argo-naut.com : DNS name does not exist"
"argonaut.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"argonaut.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"argonaut.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"argonaut.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"argonaut.com.eg",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"argonaut.com.eg",,"v=spf1 +a +mx +a:server.gates2host.com -all",,
"argonaut.com.eg",,,"autodiscover.worldposta.com",
"alunaut.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"alunaut.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"alunaut.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"alunaut.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"alunaut.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alunaut.com.eg",,,"autodiscover.worldposta.com",
"topio-urban.com","wp-secure-cloudmail01.worldposta.com",,,
"topio-urban.com","wp-secure-cloudmail02.worldposta.com",,,
"topio-urban.com","wp-secure-cloudmail03.worldposta.com",,,
"topio-urban.com","wp-secure-cloudmail04.worldposta.com",,,
"topio-urban.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"topio-urban.com",,,"autodiscover.worldposta.com",
"egymec-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"egymec-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"egymec-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"egymec-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"egymec-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"egymec-eg.com",,,"autodiscover.worldposta.com",
"eldidiconcrete.com",,,,"eldidiconcrete.com : DNS name does not exist"
"eldidigroup.com","alt1.aspmx.l.google.com",,,
"eldidigroup.com","aspmx.l.google.com",,,
"eldidigroup.com","alt3.aspmx.l.google.com",,,
"eldidigroup.com","alt4.aspmx.l.google.com",,,
"eldidigroup.com","alt2.aspmx.l.google.com",,,
"eldidigroup.com",,"google-site-verification=cMunY-PpWslM17S4PADoE_BQdJTZL7sAuv1ClYogH0Y",,
"eldidigroup.com",,,,"_autodiscover._tcp.eldidigroup.com : DNS name does not exist"
"argonaut.ae","wp-secure-cloudmail02.worldposta.com",,,
"argonaut.ae","wp-secure-cloudmail03.worldposta.com",,,
"argonaut.ae","wp-secure-cloudmail04.worldposta.com",,,
"argonaut.ae","wp-secure-cloudmail01.worldposta.com",,,
"argonaut.ae",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"argonaut.ae",,,"autodiscover.worldposta.com",
"alagzakhana.com","wp-secure-cloudmail01.worldposta.com",,,
"alagzakhana.com","wp-secure-cloudmail02.worldposta.com",,,
"alagzakhana.com","wp-secure-cloudmail03.worldposta.com",,,
"alagzakhana.com","wp-secure-cloudmail04.worldposta.com",,,
"alagzakhana.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alagzakhana.com",,,"autodiscover.worldposta.com",
"pharmaland.com.eg","WP-SECURE-CLOUDMAIL01.WORLDPOSTA.COM",,,
"pharmaland.com.eg","WP-SECURE-CLOUDMAIL03.WORLDPOSTA.COM",,,
"pharmaland.com.eg","WP-SECURE-CLOUDMAIL02.WORLDPOSTA.COM",,,
"pharmaland.com.eg","WP-SECURE-CLOUDMAIL04.WORLDPOSTA.COM",,,
"pharmaland.com.eg",,"v=spf1 a mx include:_spf.worldposta.com ~all",,
"pharmaland.com.eg",,,"autodiscover.worldposta.com",
"hanzamedic.com","wp-secure-cloudmail03.worldposta.com",,,
"hanzamedic.com","wp-secure-cloudmail04.worldposta.com",,,
"hanzamedic.com","wp-secure-cloudmail02.worldposta.com",,,
"hanzamedic.com","wp-secure-cloudmail01.worldposta.com",,,
"hanzamedic.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"hanzamedic.com",,"WorldPosta-verification=GH6HLFBkrEPQoncGTVjLbEBeXBPq624D9LuHDkPgg0MFZF3bYm",,
"hanzamedic.com",,,"autodiscover.worldposta.com",
"dentalgate.org","wp-secure-cloudmail02.worldposta.com",,,
"dentalgate.org","wp-secure-cloudmail04.worldposta.com",,,
"dentalgate.org","wp-secure-cloudmail01.worldposta.com",,,
"dentalgate.org","wp-secure-cloudmail03.worldposta.com",,,
"dentalgate.org",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"dentalgate.org",,,"autodiscover.worldposta.com",
"careandcurepharma.com","wp-secure-cloudmail01.worldposta.com",,,
"careandcurepharma.com","wp-secure-cloudmail02.worldposta.com",,,
"careandcurepharma.com","wp-secure-cloudmail03.worldposta.com",,,
"careandcurepharma.com","wp-secure-cloudmail04.worldposta.com",,,
"careandcurepharma.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"careandcurepharma.com",,,"autodiscover.worldposta.com",
"mamibacare.com","wp-secure-cloudmail01.worldposta.com",,,
"mamibacare.com","wp-secure-cloudmail02.worldposta.com",,,
"mamibacare.com","wp-secure-cloudmail03.worldposta.com",,,
"mamibacare.com","wp-secure-cloudmail04.worldposta.com",,,
"mamibacare.com",,"MS=B589BA37275268BF2166C00070BD621CAAF7F8EA",,
"mamibacare.com",,"v=spf1 a mx ip4:197.51.193.204 include:_spf.worldposta.com -all",,
"mamibacare.com",,,"autodiscover.worldposta.com",
"concordia-co.com","wp-secure-cloudmail01.worldposta.com",,,
"concordia-co.com","wp-secure-cloudmail02.worldposta.com",,,
"concordia-co.com","wp-secure-cloudmail03.worldposta.com",,,
"concordia-co.com","wp-secure-cloudmail04.worldposta.com",,,
"concordia-co.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"concordia-co.com",,,"autodiscover.worldposta.com",
"egycopp.com","wp-secure-cloudmail01.worldposta.com",,,
"egycopp.com","wp-secure-cloudmail02.worldposta.com",,,
"egycopp.com","wp-secure-cloudmail03.worldposta.com",,,
"egycopp.com","wp-secure-cloudmail04.worldposta.com",,,
"egycopp.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"egycopp.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"egycopp.com",,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA8RhLFUfQFkQfRJhqCqc1 yDKpTIw66wiIMTtsAhfPl80m4ToA36arhaN5GaevyG2GzziFGrb7wqyw5705c14X sTlrg+hpIkqji3jQXnwTeVaoUo7S2Yr1Mq5p21N7GIHM+UDwX9ACuz/q1sl1sOzr E2kRrBsszV0Rb7H10s5G+FZ+G0w10WfedyUHKZfiea
azBhflJgHC0eSzUE831cdF Dc99JJ+lVO6IjQaa5UWyw03WpdCXGGwEd1xwPB2qQrqkRLRsYsrLvn14QDMhKuiI K4EwuMaq4gqsmyDmfli/RMgn/2YRVUXWSUC9C/XH1Xv9kcPeuLUB9fPQU96cZjLl iwIDAQAB",,
"egycopp.com",,,"autodiscover.worldposta.com",
"medcom-hc.com","wp-secure-cloudmail01.worldposta.com",,,
"medcom-hc.com","wp-secure-cloudmail02.worldposta.com",,,
"medcom-hc.com","wp-secure-cloudmail03.worldposta.com",,,
"medcom-hc.com","wp-secure-cloudmail04.worldposta.com",,,
"medcom-hc.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"medcom-hc.com",,,"autodiscover.worldposta.com",
"rootsib.com","wp-secure-cloudmail04.worldposta.com",,,
"rootsib.com","wp-secure-cloudmail03.worldposta.com",,,
"rootsib.com","wp-secure-cloudmail02.worldposta.com",,,
"rootsib.com","wp-secure-cloudmail01.worldposta.com",,,
"rootsib.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"rootsib.com",,"WorldPosta-verification=LqvlfqqwJoVliDSIlzmsnV3DKY3SFPO9q15yiBXPKdjp2RKTAL",,
"rootsib.com",,,"autodiscover.worldposta.com",
"icestate.com","wp-secure-cloudmail04.worldposta.com",,,
"icestate.com","wp-secure-cloudmail03.worldposta.com",,,
"icestate.com","wp-secure-cloudmail02.worldposta.com",,,
"icestate.com","wp-secure-cloudmail01.worldposta.com",,,
"icestate.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"icestate.com",,,"autodiscover.worldposta.com",
"icgroupus.com","wp-secure-cloudmail01.worldposta.com",,,
"icgroupus.com","wp-secure-cloudmail02.worldposta.com",,,
"icgroupus.com","wp-secure-cloudmail04.worldposta.com",,,
"icgroupus.com","wp-secure-cloudmail03.worldposta.com",,,
"icgroupus.com",,"",,
"icgroupus.com",,,"autodiscover.worldposta.com",
"easternegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"easternegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"easternegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"easternegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"easternegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"easternegypt.com",,"MS=ms96627315",,
"easternegypt.com",,,"autodiscover.worldposta.com",
"deltacapital-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"deltacapital-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"deltacapital-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"deltacapital-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"deltacapital-eg.com",,"v=spf1 include:thewebhostserver.com a mx include:_spf.worldposta.com -all",,
"deltacapital-eg.com",,,"autodiscover.worldposta.com",
"gt.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"gt.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"gt.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"gt.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"gt.com.eg",,"v=spf1 ip4:85.17.28.200 ip4:5.79.71.151 a mx include:_spf.worldposta.com -all",,
"gt.com.eg",,,"autodiscover.worldposta.com",
"BetaClubHouse.com","wp-secure-cloudmail04.worldposta.com",,,
"BetaClubHouse.com","wp-secure-cloudmail03.worldposta.com",,,
"BetaClubHouse.com","wp-secure-cloudmail01.worldposta.com",,,
"BetaClubHouse.com","wp-secure-cloudmail02.worldposta.com",,,
"BetaClubHouse.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"BetaClubHouse.com",,,"autodiscover.worldposta.com",
"GolfCorner.net","wp-secure-cloudmail02.worldposta.com",,,
"GolfCorner.net","wp-secure-cloudmail01.worldposta.com",,,
"GolfCorner.net","wp-secure-cloudmail04.worldposta.com",,,
"GolfCorner.net","wp-secure-cloudmail03.worldposta.com",,,
"GolfCorner.net",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"GolfCorner.net",,,"autodiscover.worldposta.com",
"betaegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"betaegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"betaegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"betaegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"betaegypt.com",,"google-site-verification=1HCQZ0NyWiJ0YQytfmQRkCxloRqAfVr90gGrthUcSo4",,
"betaegypt.com",,"facebook-domain-verification=gaimeehw88uq2r9nhdoljaik6lqkqm",,
"betaegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"betaegypt.com",,"v=spf1 a mx include:websitewelcome.com ~all",,
"betaegypt.com",,,"autodiscover.worldposta.com",
"bakelandegypt.com","mx01.bakelandegypt.com",,,
"bakelandegypt.com","mx02.bakelandegypt.com",,,
"bakelandegypt.com","mx03.bakelandegypt.com",,,
"bakelandegypt.com","mx04.bakelandegypt.com",,,
